SalesOrderID,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,SubTotal,TaxAmt,Freight,TotalDue
1167,00:00.0,00:00.0,00:00.0,5,1,SO1167,NULL,10-4030-028041,6382,19623,19623,1,11488,730229Vi59299,3578.27,286.26,89.46,3953.99
1168,00:00.0,00:00.0,00:00.0,5,1,SO1168,NULL,10-4030-028062,4664,13473,13473,1,5660,231885Vi29607,3578.27,286.26,89.46,3953.99
1169,00:00.0,00:00.0,00:00.0,5,1,SO1169,NULL,10-4030-025867,3382,25529,25529,1,11278,1133260Vi58154,3399.99,272,85,3756.99
1170,00:00.0,00:00.0,00:00.0,5,0,SO1170,PO20213115982,10-4020-000216,7212,778,778,5,17368,125058Vi90218,844.1,80.99,25.31,950.4
1171,00:00.0,00:00.0,00:00.0,5,0,SO1171,PO20155139653,10-4020-000092,5306,843,843,5,13278,115078Vi68861,26447.02,2538.75,793.36,29779.14
1172,00:00.0,00:00.0,00:00.0,5,0,SO1172,PO19720140502,10-4020-000562,6189,620,620,5,15448,75088Vi79780,4079.99,391.68,122.4,4594.07
1173,00:00.0,00:00.0,00:00.0,5,0,SO1173,PO19169159771,10-4020-000272,5811,863,863,5,7829,95168Vi40533,28045.34,2702.18,844.43,31591.95
1174,00:00.0,00:00.0,00:00.0,5,0,SO1174,PO19488118734,10-4020-000057,4847,565,565,5,19011,65211Vi98768,25706.48,2467.59,771.12,28945.19
1175,00:00.0,00:00.0,00:00.0,5,0,SO1175,PO18937118744,10-4020-000439,4216,1062,1062,5,7604,55229Vi39391,11.4,0.99,0.31,12.7
1176,00:00.0,00:00.0,00:00.0,5,0,SO1176,PO16095130285,10-4020-000096,5037,1004,1004,5,8033,15594Vi41642,5007.72,482.64,150.83,5641.19
1177,00:00.0,00:00.0,00:00.0,5,0,SO1177,PO16269137565,10-4020-000624,7247,1094,1094,5,11056,105604Vi57044,419.46,40.27,12.58,472.31
1178,00:00.0,00:00.0,00:00.0,5,0,SO1178,PO15950135717,10-4020-000114,4517,1007,1007,5,18407,95639Vi95621,2097.29,201.34,62.92,2361.55
1179,00:00.0,00:00.0,00:00.0,5,0,SO1179,PO15834170093,10-4020-000417,220,605,605,5,17935,95655Vi93027,6654.7,634.79,198.37,7487.86
1180,00:00.0,00:00.0,00:00.0,5,0,SO1180,PO15863179138,10-4020-000545,6402,1079,1079,5,16253,45659Vi84045,4492.7,429.11,134.1,5055.91
1181,00:00.0,00:00.0,00:00.0,5,0,SO1181,PO15167143312,10-4020-000273,7174,589,589,5,7126,115751Vi36971,4075.03,393.9,123.09,4592.02
1182,00:00.0,00:00.0,00:00.0,5,0,SO1182,PO15138128112,10-4020-000093,1050,569,569,5,3047,15752Vi16032,10680.73,1021.89,319.34,12021.96
1183,00:00.0,00:00.0,00:00.0,5,0,SO1183,PO14964184959,10-4020-000581,731,1085,1085,5,11555,55792Vi59695,42341.07,4074.61,1273.32,47689
1184,00:00.0,00:00.0,00:00.0,5,0,SO1184,PO13920114195,10-4020-000180,2165,774,774,5,14064,65876Vi72956,8129.98,780.48,243.9,9154.35
1185,00:00.0,00:00.0,00:00.0,5,0,SO1185,PO14268131774,10-4020-000418,2837,606,606,5,19154,45879Vi99543,6035.82,579.21,181,6796.03
1186,00:00.0,00:00.0,00:00.0,5,0,SO1186,PO13746121367,10-4020-000567,4913,973,973,5,18100,25956Vi93868,16369.15,1571.28,491.02,18431.46
1187,00:00.0,00:00.0,00:00.0,5,0,SO1187,PO13717176693,10-4020-000473,3161,1066,28,5,11215,15961Vi57849,12499.45,1199.68,374.9,14074.02
1188,00:00.0,00:00.0,00:00.0,5,0,SO1188,PO13543119495,10-4020-000293,5365,1036,1036,5,7392,106031Vi38330,81164.23,7884.66,2463.96,91512.85
1189,00:00.0,00:00.0,00:00.0,5,0,SO1189,PO11977181307,10-4020-000675,1504,984,984,5,19078,86199Vi99116,9794.64,941.27,294.15,11030.05
1190,00:00.0,00:00.0,00:00.0,5,0,SO1190,PO11426145969,10-4020-000386,6119,950,950,5,17658,96269Vi91631,3513.94,336.53,105.17,3955.64
1191,00:00.0,00:00.0,00:00.0,5,0,SO1191,PO10382117173,10-4020-000453,2286,609,609,5,17132,76451Vi88949,6101.38,585.63,183.01,6870.02
1192,00:00.0,00:00.0,00:00.0,5,0,SO1192,PO319178820,10-4020-000116,5052,920,920,5,7079,66465Vi36728,419.46,40.27,12.58,472.31
1193,00:00.0,00:00.0,00:00.0,5,0,SO1193,PO261177749,10-4020-000647,3449,630,630,5,7160,96487Vi37174,16185.43,1555.41,486.07,18226.91
1194,00:00.0,00:00.0,00:00.0,5,0,SO1194,PO667110590,10-4020-000365,624,1048,1048,5,7092,46582Vi36784,2169.05,208.23,65.07,2442.35
1195,00:00.0,00:00.0,00:00.0,5,0,SO1195,PO783112882,10-4020-000091,7629,842,842,5,5220,56591Vi27302,13837.09,1329.53,415.48,15582.1
1196,00:00.0,00:00.0,00:00.0,5,0,SO1196,PO1624152036,10-4020-000579,1225,621,621,5,15369,46636Vi79380,16667.31,1600.69,500.21,18768.21
1197,00:00.0,00:00.0,00:00.0,5,0,SO1197,PO2697181021,10-4020-000187,3284,1020,1020,5,12933,96824Vi66885,40510.3,3894.05,1216.89,45621.25
1198,00:00.0,00:00.0,00:00.0,5,0,SO1198,PO3190199320,10-4020-000575,6052,817,817,5,7146,106925Vi37077,33478.91,3221.11,1006.6,37706.61
1199,00:00.0,00:00.0,00:00.0,5,0,SO1199,PO3248122509,10-4020-000366,6200,1049,1049,5,14486,48008Vi75127,66848.39,6434.54,2010.79,75293.72
1200,00:00.0,00:00.0,00:00.0,5,0,SO1200,PO4089171650,10-4020-000368,5125,948,948,5,17669,88051Vi91685,20351.34,1953.62,610.51,22915.47
