CustomerID,Product1,Product2,Product3,Product4,Product5,Product6,Product7,Product8,Product9,Product10,Product11,Product12
930,Ottomans,Bedframe,Mattress,Lamps,Pillow,Blankets,Accent table,,,,,
931,Bedframe,Ottomans,,,,,,,,,,
932,Accent table,Pillow cases,Curtain rods,Bathroom organizer,,,,,,,,
933,Bathroom organizer,Chairs,,,,,,,,,,
934,Mattress,Pillow cases, Ottomans,Accent table,,,,,,,,
935,Pillow,Pillow cases,TV stand,,,,,,,,,
936,Shower curtain,,,,,,,,,,,
937,Blankets,Bathroom organizer,Lamps,TV stand,,,,,,,,
938,Media storage,,,,,,,,,,,
939,Mattress,,,,,,,,,,,
940,Bedframe,Bedframe,Bedframe,Curtain hooks,,,,,,,,
941,Mattress,,,,,,,,,,,
942,Bedframe,,,,,,,,,,,
943,Media storage,Bedframe,Ottomans,,,,,,,,,
944,Bathroom organizer,Mattress,,,,,,,,,,
945,Shower curtain,,,,,,,,,,,
946,Shower curtain,Mattress,Ottomans,Accent table,,,,,,,,
947,Blankets,Mattress,Ceiling fans,Bathroom organizer,Shower curtain,Soap dishes,Accent table,,,,,
948,Ottomans,Bedframe,Mattress,Pillow,Ottomans,Sofa,Curtain hooks,TV stand,Accent table,Bathroom organizer,Ottomans,Shower curtain
949,Bedframe,Mattress,Bedframe,Curtain rods,Accent table,,,,,,,
950,Bathroom organizer,Pillow,,,,,,,,,,
951,Blankets,Media storage,Accent table,,,,,,,,,
952,Bathroom organizer,Ottomans,Lamps,Ceiling lights,Bathroom organizer,Pillow cases,,,,,,
953,Blankets,,,,,,,,,,,
954,Mattress,,,,,,,,,,,
955,Pillow cases,Ottomans,Lamps,,,,,,,,,
956,Ottomans,Ottomans,Bathroom organizer, Media storage,,,,,,,,
957,Ottomans,Ceiling fans,Shower curtain,,,,,,,,,
958,Mattress,,,,,,,,,,,
959,Media storage,Mattress,TV stand,Ottomans,Chairs,Pillow,,,,,,
960,Mattress,TV stand,Bathroom organizer,,,,,,,,,
961,Pillow cases,Mattress,Bathroom organizer,Ottomans,Blankets,Curtain hooks,,,,,,
962,Pillow,,,,,,,,,,,
963,Blankets,Sofa,,,,,,,,,,
964,Ceiling lights,Bedframe,Blankets,Pillow,Pillow cases ,TV stand,,,,,,
965,Shower curtain,Bathroom organizer,Curtain rods,,,,,,,,,
966,Shower curtain,Mattress,Chairs,Lamps,Blankets,Media storage,Bathroom organizer,,,,,
967,Pillow cases,,,,,,,,,,,
968,Bathroom organizer,,,,,,,,,,,
969,Pillow cases,Shower curtain,,,,,,,,,,
970,Bedframe,Blankets,,,,,,,,,,
971,Bedframe,Lamps,Ottomans,,,,,,,,,
972,Mattress,Accent table,,,,,,,,,,
973,Media storage,,,,,,,,,,,
974,Media storage,Bedframe,Pillow cases,Media storage,,,,,,,,
975,Lamps,Pillow,,,,,,,,,,
976,Media storage,Mattress,Soap dishes,,,,,,,,,
977,Media storage,,,,,,,,,,,
978,Bedframe,Blankets,Bathroom organizer,,,,,,,,,
979,Mattress,Curtain rods,Ottomans,Pillow,Bathroom organizer,,,,,,,
980,Mattress,Curtain rods,TV stand,,,,,,,,,
981,Pillow cases,Ottomans,Shower curtain,Ottomans,,,,,,,,
982,Media storage,Ottomans,Ottomans,,,,,,,,,
983,Bathroom organizer,Pillow,Media storage,TV stand,,,,,,,,
984,Bedframe,Ottomans,Chairs,,,,,,,,,
985,Ottomans,Chairs,Ottomans,Curtain hooks,Pillow,,,,,,,
986,Shower curtain,Ottomans,Blankets,,,,,,,,,
987,Blankets,Bathroom organizer,Accent table,,,,,,,,,
988,Bedframe,,,,,,,,,,,
989,Ottomans,Bedframe,TV stand,Media storage,,,,,,,,
990,Pillow cases,Bedframe,Mattress,Ottomans,Blankets,Media storage,Accent table,Ottomans,TV stand,,,
991,Media storage,Bedframe,Mattress,Blankets,Bathroom organizer,Ottomans,Shower curtain,,,,,
992,Ottomans,,,,,,,,,,,
993,Curtain rods,Mattress,Chairs,Media storage,Accent table,,,,,,,
994,Media storage,Bathroom organizer,,,,,,,,,,
995,Ottomans,Lamps,Ottomans,,,,,,,,,
996,Curtain rods,Bathroom organizer,Pillow,Media storage,,,,,,,,
997,Pillow cases,,,,,,,,,,,
998,Pillow cases,Pillow cases,Mattress,Pillow,Blankets,Media storage,Ottomans,Bedframe,,,,
999,Curtain rods,Mattress,Media storage,Ottomans,,,,,,,,
1000,Shower curtain,Ottomans,,,,,,,,,,
1001,Bedframe,Wall lights,Accent table,,,,,,,,,
1002,TV stand,Bedframe,Wall lights,Accent table,,,,,,,,
1003,Bedframe,Ottomans,,,,,,,,,,
1004,Ottomans,,,,,,,,,,,
1005,Blankets,Blankets,Bathroom organizer,Shower curtain,Accent table,,,,,,,
1006,Media storage,,,,,,,,,,,
1007,Curtain rods,Bathroom organizer,Blankets,Media storage,Accent table,,,,,,,
1008,Bathroom organizer,Curtain rods,Blankets,Shower curtain,Accent table,,,,,,,
1009,Ottomans,Bedframe,Pillow,,,,,,,,,
1010,Bathroom organizer,Bathroom organizer,Bedframe,Bedframe,Bathroom organizer,Ottomans,Soap dishes,Curtain hooks,Ottomans,,,
1011,Bedframe,,,,,,,,,,,
1012,Accent table,Media storage,Shower curtain,Ottomans,,,,,,,,
1013,Bedframe,Mattress,,,,,,,,,,
1014,Bathroom organizer ,Bedframe,Bedframe,Curtain rods,Mattress,Pillow,Ottomans,Shower curtain,Media storage,Accent table,,
1015,Mattress,Bedframe,Mattress,Lamps,,,,,,,,
1016,Ottomans,,,,,,,,,,,
1017,Pillow cases,Pillow cases,Blankets,Media storage,Accent table,Ottomans,,,,,,
1018, Media storage,Sofa,Curtain rods,Ottomans,,,,,,,,
1019,Media storage,,,,,,,,,,,
1020,Bedframe,,,,,,,,,,,
1021,Mattress,,,,,,,,,,,
1022,Accent table,Bedframe,Ottomans,Lamps,Media storage,Media storage,Accent table,Curtain rods,Ceiling lights,,,
1023,Bedframe,Bathroom organizer,Ottomans,,,,,,,,,
1024,Shower curtain,Pillow,Wall lights,,,,,,,,,
1025,Shower curtain,,,,,,,,,,,
1026,Pillow cases,,,,,,,,,,,
1027,Blankets,,,,,,,,,,,
1028,Media storage,Bedframe,Accent table,,,,,,,,,
1029,Pillow cases,Pillow cases ,,,,,,,,,,
1030,Ottomans,Pillow cases ,,,,,,,,,,
1031,Media storage,,,,,,,,,,,
1032,Shower curtain,Mattress,,,,,,,,,,
1033,Media storage,Curtain rods,Blankets,Ceiling fans,Ottomans,,,,,,,
1034,Bedframe,,,,,,,,,,,
1035,Pillow cases,Media storage,Bedframe,Ottomans,Media storage,Chairs,Bathroom organizer,Ottomans,,,,
1036,Blankets,Ottomans,,,,,,,,,,
1037,Pillow cases,Bedframe,Mattress,Blankets,Accent table,,,,,,,
1038,Media storage,Pillow,Blankets,Curtain hooks,,,,,,,,
1039,Bathroom organizer,Bathroom organizer,Ottomans,Shower curtain,Bathroom organizer,Pillow cases ,Accent table,,,,,
1040,Bathroom organizer,Mattress,Mattress,Pillow,Shower curtain,,,,,,,
1041,Pillow,Curtain hooks,Ottomans,,,,,,,,,
1042,Ottomans,Lamps,,,,,,,,,,
1043,Bathroom organizer,,,,,,,,,,,
1044,Curtain rods,Shower curtain,Pillow,,,,,,,,,
1045,Bathroom organizer,,,,,,,,,,,
1046,TV stand, Media storage,,,,,,,,,,
1047,Pillow cases,Bathroom organizer,Curtain rods,Blankets,Media storage,,,,,,,
1048,Chairs,,,,,,,,,,,
1049,Bedframe,Mattress,Ottomans,Wall lights,Mattress,Blankets,Curtain hooks,Media storage,,,,
1050,Blankets,Ottomans,TV stand,,,,,,,,,
1051,Mattress,Pillow, Media storage,Ottomans,Accent table,,,,,,,
1052,Pillow cases,Blankets,,,,,,,,,,
1053,Pillow cases,,,,,,,,,,,
1054,Media storage,,,,,,,,,,,
1055,Media storage,Bathroom organizer,Mattress,,,,,,,,,
1056,Bedframe,Sofa,Mattress,Accent table,,,,,,,,
1057,Bedframe,Wall lights,Pillow cases,Blankets,TV stand,Mattress,Ceiling fans,,,,,
1058,Bedframe,Mattress,Bathroom organizer,TV stand,Accent table,,,,,,,
1059,Mattress,,,,,,,,,,,
1060,Bedframe,Bedframe,Bathroom organizer,Pillow,,,,,,,,
1061,Mattress,Bedframe,Sofa,Mattress,Pillow,Ceiling lights,Shower curtain,,,,,
1062,Bathroom organizer,Mattress,Blankets,Pillow,Bedframe,Accent table,,,,,,
1063,Bathroom organizer,Mattress,Blankets,Media storage,Shower curtain,Ottomans,,,,,,
1064,Bathroom organizer,Media storage,Ottomans,Shower curtain,Pillow cases ,TV stand,Accent table,,,,,
1065,Bathroom organizer,,,,,,,,,,,
1066,Pillow cases,Mattress,Ottomans,,,,,,,,,
1067,Media storage,Lamps,Ottomans,,,,,,,,,
1068,Media storage,,,,,,,,,,,
1069,Blankets,,,,,,,,,,,
1070,Media storage,Mattress,Bathroom organizer,Soap dishes,,,,,,,,
1071,Media storage,,,,,,,,,,,
1072,Media storage, Media storage,,,,,,,,,,
1073,Mattress,Shower curtain,Bedframe,,,,,,,,,
1074,Pillow,Sofa,Mattress,Pillow,Blankets,Media storage,Accent table,,,,,
1075,Accent table,Bathroom organizer,Bedframe,Bedframe,Sofa,Mattress,Chairs,,,,,
1076,Media storage,Ceiling fans,Ottomans,TV stand,,,,,,,,
1077,Bathroom organizer,,,,,,,,,,,
1078,Sofa,Wall lights,,,,,,,,,,
1079,Pillow cases,,,,,,,,,,,
1080,Bathroom organizer,,,,,,,,,,,
1081,Media storage,Media storage,Curtain hooks,Light bulbs,,,,,,,,
1082,Blankets,Ottomans,Pillow cases,Chairs,Accent table,Bathroom organizer,,,,,,
1083,Pillow cases,Bedframe,Pillow cases,Mattress,Pillow,TV stand,Ottomans,Pillow,Curtain hooks,Chairs,Ceiling lights,Lamps
1084,Media storage,Wall lights,Blankets,Media storage,Bathroom organizer,Lamps,,,,,,
1085,Bedframe,Ottomans,,,,,,,,,,
1086,Pillow cases,Shower curtain,Media storage,Ottomans,,,,,,,,
1087,Light bulbs,,,,,,,,,,,
1088,Accent table,Ottomans,,,,,,,,,,
1089,Ottomans,Bathroom organizer,Ottomans,Chairs,Pillow,Pillow cases,,,,,,
1090,Bathroom organizer,Mattress,TV stand,Ottomans,Ottomans,Ottomans,,,,,,
1091,Bedframe,,,,,,,,,,,
1092,Mattress,Bedframe,,,,,,,,,,
1093,Pillow cases,Bathroom organizer,,,,,,,,,,
1094,Curtain hooks,Sofa,Shower curtain,Accent table,,,,,,,,
1095,Bedframe,Ottomans,Pillow,,,,,,,,,
1096,Shower curtain,Wall lights,Blankets,Ceiling fans,Soap dishes,,,,,,,
1097,Shower curtain,,,,,,,,,,,
1098,Mattress,Bathroom organizer,,,,,,,,,,
1099,Ottomans,,,,,,,,,,,
1100,Blankets,,,,,,,,,,,
1101,Blankets,Curtain hooks,,,,,,,,,,
1102,Pillow,Bedframe,Pillow cases,Mattress,Ottomans,Bedframe,Media storage,Media storage,Bathroom organizer,Ceiling lights,,
1103,Shower curtain,,,,,,,,,,,
1104,Bathroom organizer,Pillow cases,Shower curtain,Lamps,,,,,,,,
1105,Shower curtain,,,,,,,,,,,
1106,Accent table,Pillow,,,,,,,,,,
1107,Ottomans,Media storage,,,,,,,,,,
1108,Bathroom organizer,Soap dishes,Pillow,,,,,,,,,
1109,Mattress,Mattress,Pillow,Media storage,Shower curtain,,,,,,,
1110,Shower curtain,Ottomans,Soap dishes,,,,,,,,,
1111,Blankets,Pillow,Pillow cases,Blankets,Wall lights,Ottomans,Curtain hooks,Bedframe,TV stand,Ottomans,Accent table,Media storage
1112,Bedframe,TV stand,Ottomans,Bathroom organizer,Accent table,,,,,,,
1113,Bedframe,Soap dishes,Pillow cases,,,,,,,,,
1114,Pillow,,,,,,,,,,,
1115,Media storage,Shower curtain,,,,,,,,,,
1116,Bedframe,Bedframe,Accent table,,,,,,,,,
1117,Mattress,,,,,,,,,,,
1118,Pillow,,,,,,,,,,,
1119,Pillow cases,Chairs,Accent table,,,,,,,,,
1120,Mattress,,,,,,,,,,,
1121,Mattress,,,,,,,,,,,
1122,Bedframe,,,,,,,,,,,
1123,Bedframe,Pillow,,,,,,,,,,
1124,Pillow cases,Ottomans,,,,,,,,,,
1125,Shower curtain,Pillow,,,,,,,,,,
1126,Blankets,Media storage,Ottomans,Accent table,,,,,,,,
1127,Shower curtain,Shower curtain,,,,,,,,,,
1128,Mattress,Ottomans,,,,,,,,,,
1129,Pillow cases,Bathroom organizer,,,,,,,,,,
1130,Bedframe,Media storage,Bathroom organizer,Pillow,Media storage,,,,,,,
1131, Ottomans,Chairs, Accent table,,,,,,,,,
1132,Bedframe,Mattress,Wall lights,,,,,,,,,
1133,Shower curtain,Blankets,Media storage,Ottomans,,,,,,,,
1134,Media storage,,,,,,,,,,,
1135,Media storage,Bedframe,Pillow cases,Sofa,Blankets,Accent table,,,,,,
1136,Media storage,TV stand,Ottomans,Shower curtain,Chairs,Wall lights,Ottomans,Pillow,,,,
1137,Media storage,,,,,,,,,,,
1138,Ottomans,Pillow cases,Accent table,,,,,,,,,
1139,Bedframe,,,,,,,,,,,
1140,Shower curtain,Pillow,Accent table,Ottomans,,,,,,,,
1141,Bedframe,,,,,,,,,,,
1142,Ottomans,Ottomans,,,,,,,,,,
1143,Pillow cases,Media storage,Bathroom organizer,Ottomans,Bathroom organizer,Bedframe,TV stand,Accent table,,,,
1144,Media storage,Bedframe,,,,,,,,,,
1145,Mattress,Bathroom organizer,Bedframe,Blankets,Pillow, Media storage,Accent table,,,,,
1146,Ottomans,,,,,,,,,,,
1147,Media storage,,,,,,,,,,,
1148,Ottomans,,,,,,,,,,,
1149,Bathroom organizer,Chairs,,,,,,,,,,
1150,Mattress,,,,,,,,,,,
1151,TV stand,,,,,,,,,,,
1152,Bedframe,Bathroom organizer,Ottomans,Shower curtain,,,,,,,,
1153,Media storage,,,,,,,,,,,
1154,Pillow cases,,,,,,,,,,,
1155,Bedframe,Curtain hooks,Pillow,Accent table,,,,,,,,
1156,Mattress,,,,,,,,,,,
1157,Ottomans,,,,,,,,,,,
1158,Bathroom organizer,Bathroom organizer,Mattress,Ottomans,Accent table,,,,,,,
1159,Bedframe,Ottomans,,,,,,,,,,
1160,Bedframe,,,,,,,,,,,
1161,Bedframe,Bedframe,Accent table,,,,,,,,,
1162,Bedframe,,,,,,,,,,,
1163,Pillow cases,,,,,,,,,,,
1164,Ottomans,Ottomans,,,,,,,,,,
1165,Mattress,,,,,,,,,,,
1166,Bedframe,,,,,,,,,,,
1167,Bedframe,Blankets,,,,,,,,,,
1168,Bedframe,,,,,,,,,,,
1169,Mattress,Accent table,,,,,,,,,,
1170,Mattress,Blankets,Media storage,Accent table,Pillow,,,,,,,
1171,Shower curtain,Accent table,,,,,,,,,,
1172,Bedframe,Curtain rods,Pillow,,,,,,,,,
1173,TV stand,Ottomans,Light bulbs,,,,,,,,,
1174,Bedframe,Ottomans,,,,,,,,,,
1175,Shower curtain,,,,,,,,,,,
1176,Bedframe,Pillow cases,,,,,,,,,,
1177,Bedframe,Bedframe,Pillow cases,TV stand,Blankets,Media storage,Ottomans,Curtain hooks,Bathroom organizer,Bedframe,TV stand,
1178,Blankets,,,,,,,,,,,
1179,Ottomans,Accent table,,,,,,,,,,
1180,Media storage,Accent table,,,,,,,,,,
1181,Bathroom organizer,Bedframe,Bedframe,Pillow cases,Curtain rods,,,,,,,
1182,Bathroom organizer ,Mattress,Ottomans,TV stand,,,,,,,,
1183,Bathroom organizer,Bathroom organizer,,,,,,,,,,
1184,Bathroom organizer,Accent table,,,,,,,,,,
1185,Blankets, Media storage,Accent table,,,,,,,,,
1186,Bedframe,Curtain rods,Sofa,Shower curtain,Shower curtain,Ottomans,,,,,,
1187,Media storage,,,,,,,,,,,
1188,Bedframe,Chairs,Curtain hooks,Accent table,,,,,,,,
1189,Ottomans,Ottomans,Pillow,,,,,,,,,
1190,Bedframe,,,,,,,,,,,
1191,Blankets,TV stand,Pillow cases,Wall lights,Accent table,Ottomans,Pillow,,,,,
1192,Bathroom organizer,Soap dishes,Lamps,,,,,,,,,
1193,Bedframe,,,,,,,,,,,
1194,Media storage,Bathroom organizer,,,,,,,,,,
1195,Ottomans,Media storage,,,,,,,,,,
1196,Blankets,Blankets,Ottomans,Accent table,,,,,,,,
1197,Bedframe,,,,,,,,,,,
1198,Bedframe,,,,,,,,,,,
1199,Bedframe,Bedframe,Sofa,Ottomans,Chairs,,,,,,,
1200,Pillow,,,,,,,,,,,
1201,Mattress,Shower curtain,Blankets,,,,,,,,,
1202,Pillow cases,,,,,,,,,,,
1203,Pillow cases,,,,,,,,,,,
1204,Curtain rods,Mattress,Bathroom organizer,Blankets,,,,,,,,
1205,Mattress,,,,,,,,,,,
1206,Bathroom organizer,,,,,,,,,,,
1207,Ottomans,TV stand,,,,,,,,,,
1208,Bedframe,,,,,,,,,,,
1209,Mattress,Mattress,Bathroom organizer,,,,,,,,,
1210,Curtain rods,,,,,,,,,,,
1211,Shower curtain,,,,,,,,,,,
1212,Bathroom organizer,,,,,,,,,,,
1213,TV stand,Ottomans,Soap dishes,,,,,,,,,
1214,Bathroom organizer,Mattress,,,,,,,,,,
1215,Shower curtain,,,,,,,,,,,
1216,Mattress,Bedframe,Blankets,Bathroom organizer,Curtain hooks,Ottomans,,,,,,
1217,Bathroom organizer,Ottomans,,,,,,,,,,
1218,Mattress,Blankets,,,,,,,,,,
1219,Bathroom organizer,,,,,,,,,,,
1220,Bedframe,Ottomans,,,,,,,,,,
1221,Bedframe,Mattress,Blankets,Pillow cases,,,,,,,,
1222,Pillow cases,Blankets,,,,,,,,,,
1223,Bathroom organizer,,,,,,,,,,,
1224,Mattress,Mattress,,,,,,,,,,
1225,Media storage,Accent table,,,,,,,,,,
1226,Ottomans,Ottomans,Pillow,Blankets,Bathroom organizer,,,,,,,
1227,Bathroom organizer,,,,,,,,,,,
1228,Shower curtain,Ceiling lights,Blankets,Accent table,,,,,,,,
1229,Bathroom organizer,Mattress,,,,,,,,,,
1230,Media storage,Accent table,,,,,,,,,,
1231,Bathroom organizer,,,,,,,,,,,
1232,Ottomans,Ottomans,Accent table,,,,,,,,,
1233,Bathroom organizer,Shower curtain,Bathroom organizer,Ottomans,,,,,,,,
1234,Media storage,,,,,,,,,,,
1235,Mattress,,,,,,,,,,,
1236,Bathroom organizer,Accent table,,,,,,,,,,
1237,Bedframe,Mattress,Bedframe,Blankets,TV stand,Accent table,,,,,,
1238,Bedframe,,,,,,,,,,,
1239,Bathroom organizer,Mattress,Curtain rods,Blankets,Ottomans,,,,,,,
1240,Mattress,Ottomans,,,,,,,,,,
1241,Media storage,,,,,,,,,,,
1242,Bathroom organizer,Ottomans,Blankets,Pillow cases,Ottomans,,,,,,,
1243,Blankets,,,,,,,,,,,
1244,Shower curtain,Blankets,,,,,,,,,,
1245,Wall lights,,,,,,,,,,,
1246,Bathroom organizer,,,,,,,,,,,
1247,Bathroom organizer,Bathroom organizer,Sofa,Ottomans,,,,,,,,
1248,Pillow,Curtain rods,TV stand,Media storage,Ceiling fans,Ottomans,,,,,,
1249,TV stand,Wall lights,Bathroom organizer,Ottomans,,,,,,,,
1250,TV stand,Lamps,,,,,,,,,,
1251,Bathroom organizer,,,,,,,,,,,
1252,Media storage,Pillow,Soap dishes,,,,,,,,,
1253,Bathroom organizer,Ottomans,,,,,,,,,,
1254,Mattress,TV stand,Blankets,Ottomans,,,,,,,,
1255,Lamps,Bathroom organizer,Media storage,,,,,,,,,
1256,Bathroom organizer,Chairs,,,,,,,,,,
1257,Wall lights,Blankets,,,,,,,,,,
1258,TV stand,Ceiling fans,Ottomans,,,,,,,,,
1259,Mattress,,,,,,,,,,,
1260,Media storage,,,,,,,,,,,
1261,TV stand,Accent table,,,,,,,,,,
1262,Curtain rods,,,,,,,,,,,
1263,Mattress,Mattress,Bathroom organizer,,,,,,,,,
1264,Bedframe,Curtain hooks,,,,,,,,,,
1265,TV stand,Bathroom organizer,Bedframe,Shower curtain,Media storage,,,,,,,
1266,Bathroom organizer,Blankets,Shower curtain,Chairs,Soap dishes,Media storage,,,,,,
1267,Shower curtain,Blankets,Curtain hooks,Shower curtain,Chairs,,,,,,,
1268,Media storage,Bathroom organizer,Mattress,Mattress,,,,,,,,
1269,Accent table,Ottomans,Bedframe,,,,,,,,,
1270,Sofa,Mattress,Blankets,Bathroom organizer,Ottomans,,,,,,,
1271,Media storage,Mattress,,,,,,,,,,
1272,Bathroom organizer,Bedframe,Mattress,Pillow cases,Accent table,,,,,,,
1273,TV stand,Ceiling lights,,,,,,,,,,
1274,Sofa,Curtain hooks,Accent table,,,,,,,,,
1275,TV stand,Bedframe,,,,,,,,,,
1276,Curtain rods,Lamps,Ottomans,,,,,,,,,
1277,Media storage,,,,,,,,,,,
1278,Blankets,Pillow,Curtain hooks,,,,,,,,,
1279,Mattress,,,,,,,,,,,
1280,Mattress,Mattress,Pillow,Ottomans,Accent table,,,,,,,
1281,Mattress,TV stand,,,,,,,,,,
1282,Media storage,,,,,,,,,,,
1283,Mattress,Bedframe,Accent table,,,,,,,,,
1284,Mattress,Ottomans,Ottomans,,,,,,,,,
1285,Mattress,Blankets,Bathroom organizer,Accent table,,,,,,,,
1286,Mattress,,,,,,,,,,,
1287,Pillow,Mattress,Ottomans,Shower curtain,Blankets,Curtain hooks,Media storage,Bathroom organizer,,,,
1288,Mattress,Mattress,Media storage,,,,,,,,,
1289,Mattress,Chairs,Bathroom organizer,Lamps,Curtain hooks,,,,,,,
1290,Media storage,,,,,,,,,,,
1291,Bedframe,,,,,,,,,,,
1292,Bedframe,,,,,,,,,,,
1293,Soap dishes,Bathroom organizer,Bathroom organizer,,,,,,,,,
1294,Mattress,Ottomans,,,,,,,,,,
1295,Mattress,,,,,,,,,,,
1296,Ottomans,Ottomans,Shower curtain, Media storage,,,,,,,,
1297,Bedframe,Mattress,Chairs,Shower curtain,,,,,,,,
1298,Accent table,,,,,,,,,,,
1299,Bathroom organizer,,,,,,,,,,,
1300,Bedframe,Soap dishes,,,,,,,,,,
1301,Bathroom organizer,,,,,,,,,,,
1302,Bathroom organizer,Pillow,,,,,,,,,,
1303,Curtain hooks,Mattress,,,,,,,,,,
1304,Bedframe,Soap dishes,Shower curtain,,,,,,,,,
1305,Pillow cases,Media storage,Sofa,Ottomans,Media storage,,,,,,,
1306,Shower curtain,Pillow cases,Accent table,,,,,,,,,
1307,Shower curtain,Lamps,Blankets,Media storage,Pillow,,,,,,,
1308,TV stand,Media storage,Media storage,,,,,,,,,
1309,Shower curtain,Ceiling fans,Media storage,,,,,,,,,
1310,Media storage,,,,,,,,,,,
1311,Mattress,,,,,,,,,,,
1312,Bathroom organizer,,,,,,,,,,,
1313,Pillow,Accent table,,,,,,,,,,
1314,Media storage,Accent table,,,,,,,,,,
1315,Mattress,Shower curtain,Accent table,,,,,,,,,
1316,Mattress,Ottomans,,,,,,,,,,
1317,Mattress,Bathroom organizer,Mattress,Mattress,Blankets,Curtain hooks,TV stand,Wall lights,,,,
1318,Bathroom organizer,Bathroom organizer,TV stand,,,,,,,,,
1319,Bedframe,Mattress,Bathroom organizer,Ottomans,Pillow cases,TV stand,,,,,,
1320,Sofa,Bathroom organizer,Pillow cases,,,,,,,,,
1321,Bathroom organizer,Mattress,Curtain rods,TV stand,Blankets,Chairs,Ottomans,,,,,
1322,Media storage,,,,,,,,,,,
1323,Pillow cases,Wall lights,Accent table,,,,,,,,,
1324,Sofa,Pillow,,,,,,,,,,
1325,Bathroom organizer,Sofa,Ottomans,Ottomans,Lamps,,,,,,,
1326,Media storage,Pillow cases ,,,,,,,,,,
1327,Media storage,Mattress,,,,,,,,,,
1328,Media storage,,,,,,,,,,,
1329,Ottomans,Blankets,Ceiling fans,,,,,,,,,
1330,Bathroom organizer,Pillow,Blankets,,,,,,,,,
1331,Media storage,Bedframe,,,,,,,,,,
1332,Media storage,,,,,,,,,,,
1333,Media storage,,,,,,,,,,,
1334,Mattress,,,,,,,,,,,
1335,Mattress,Bedframe,Ottomans,Curtain rods,,,,,,,,
1336,Ottomans,Mattress,,,,,,,,,,
1337,Mattress,,,,,,,,,,,
1338,Mattress,Blankets,,,,,,,,,,
1339,Shower curtain,,,,,,,,,,,
1340,Blankets,Ottomans,,,,,,,,,,
1341,Media storage,,,,,,,,,,,
1342, Ottomans,,,,,,,,,,,
1343,Mattress,Light bulbs,,,,,,,,,,
1344,Blankets,,,,,,,,,,,
1345,Bedframe,Ottomans,,,,,,,,,,
1346,TV stand,,,,,,,,,,,
1347,Media storage,Pillow,,,,,,,,,,
1348,Blankets,Mattress,Sofa,TV stand,Accent table,Bathroom organizer,,,,,,
1349,Pillow cases,,,,,,,,,,,
1350,Pillow cases,Blankets,,,,,,,,,,
1351,Ceiling lights,Mattress,Ottomans,Blankets,Bathroom organizer,,,,,,,
1352,Blankets,,,,,,,,,,,
1353,Pillow cases,,,,,,,,,,,
1354,Blankets,,,,,,,,,,,
1355,Blankets,Mattress,Ottomans,Ottomans,,,,,,,,
1356,Mattress,Mattress,Bedframe,Bathroom organizer,,,,,,,,
1357,Accent table,,,,,,,,,,,
1358,Bedframe,Bedframe,Mattress,,,,,,,,,
1359,Mattress,Mattress,Ottomans,Accent table,,,,,,,,
1360,Curtain hooks,Blankets,,,,,,,,,,
1361,Pillow cases,Shower curtain,,,,,,,,,,
1362,Ottomans,,,,,,,,,,,
1363,Ottomans,Bedframe,Curtain rods,Mattress,Bathroom organizer,Blankets,Ceiling fans,Ottomans,,,,
1364,Bedframe,Ottomans,Ottomans,,,,,,,,,
1365,Mattress,Mattress,Bedframe,Ottomans,Blankets,Curtain hooks,Mattress,Bathroom organizer,,,,
1366,Pillow cases,Blankets,Ottomans,,,,,,,,,
1367,Mattress,,,,,,,,,,,
1368,Wall lights,Ottomans,Shower curtain,Soap dishes,Bathroom organizer,Ottomans,,,,,,
1369,Pillow cases,Bedframe,Blankets,Ottomans,,,,,,,,
1370,Media storage,Ottomans,Curtain rods,Chairs,Ceiling lights,Lamps,Pillow cases,,,,,
1371,Bedframe,,,,,,,,,,,
1372,Shower curtain,Accent table,,,,,,,,,,
1373,Shower curtain,Mattress,,,,,,,,,,
1374,Pillow cases,Accent table,,,,,,,,,,
1375,Sofa,Mattress, Accent table,Bedframe,,,,,,,,
1376,Curtain rods,Ottomans,,,,,,,,,,
1377,Media storage,Sofa,Mattress,Ottomans,Blankets,Accent table,,,,,,
1378,Ottomans,,,,,,,,,,,
1379,Ottomans,Mattress,Ottomans,,,,,,,,,
1380,Bathroom organizer,Media storage,Ottomans,Curtain rods,Blankets,Sofa,Accent table,,,,,
1381,Chairs,,,,,,,,,,,
1382,Bathroom organizer,Bedframe,Blankets,Bathroom organizer,,,,,,,,
1383,Pillow,Mattress,Soap dishes,Bedframe,Bathroom organizer,Bedframe,Ottomans,,,,,
1384,Chairs,Blankets,Ottomans,Bedframe,,,,,,,,
1385,Bedframe,Blankets,Ottomans,Accent table,,,,,,,,
1386,Bedframe,,,,,,,,,,,
1387,Media storage,Sofa,Pillow,Ottomans,,,,,,,,
1388,Bedframe,TV stand,Chairs,Pillow,Blankets,,,,,,,
1389,Pillow cases,Bedframe,Pillow cases,Pillow,Chairs,Blankets,Bathroom organizer,,,,,
1390,Bedframe,Bedframe,Mattress,Bathroom organizer,Chairs,Curtain rods,Pillow,Media storage,TV stand,Ceiling fans,Accent table,Light bulbs
1391,Bathroom organizer,Curtain rods,Bedframe,Blankets,Media storage,Accent table,,,,,,
1392,Blankets,Bathroom organizer,Mattress,Ottomans,,,,,,,,
1393,Bedframe,Blankets,,,,,,,,,,
1394,Bedframe,Soap dishes,,,,,,,,,,
1395,Pillow cases,,,,,,,,,,,
